,name,month_year,books_scanned,operator,pages_scanned,scans_to_workers,pages_to_workers
1151,Clatsop County Historical Society,2020-12,5,4,615.0,1.25,153.75
1152,Clatsop County Historical Society,2021-01,23,10,2122.0,2.3,212.2
1153,Clatsop County Historical Society,2021-02,52,17,2304.0,3.0588235294117645,135.52941176470588
1154,Clatsop County Historical Society,2021-03,181,23,6003.0,7.869565217391305,261.0
1155,Clatsop County Historical Society,2021-04,87,22,6966.0,3.9545454545454546,316.6363636363636
1156,Clatsop County Historical Society,2021-05,75,18,4479.0,4.166666666666667,248.83333333333334
1157,Clatsop County Historical Society,2021-06,45,17,7212.0,2.6470588235294117,424.2352941176471
1158,Clatsop County Historical Society,2021-07,12,7,3895.0,1.7142857142857142,556.4285714285714
1159,Clatsop County Historical Society,2021-08,20,7,1587.0,2.857142857142857,226.71428571428572
1160,Clatsop County Historical Society,2021-09,101,13,4351.0,7.769230769230769,334.6923076923077
1161,Clatsop County Historical Society,2021-10,80,15,2804.0,5.333333333333333,186.93333333333334
1162,Clatsop County Historical Society,2021-11,58,15,1729.0,3.8666666666666667,115.26666666666667
1163,Clatsop County Historical Society,2021-12,37,10,912.0,3.7,91.2
1164,Clatsop County Historical Society,2022-01,64,14,2370.0,4.571428571428571,169.28571428571428
1165,Clatsop County Historical Society,2022-02,39,7,1549.0,5.571428571428571,221.28571428571428
1166,Clatsop County Historical Society,2022-03,28,11,1098.0,2.5454545454545454,99.81818181818181
1167,Clatsop County Historical Society,2022-04,40,18,4927.0,2.2222222222222223,273.72222222222223
1168,Clatsop County Historical Society,2022-05,35,13,2073.0,2.6923076923076925,159.46153846153845
1169,Clatsop County Historical Society,2022-06,37,18,1603.0,2.0555555555555554,89.05555555555556
1170,Clatsop County Historical Society,2022-07,38,12,2070.0,3.1666666666666665,172.5
1171,Clatsop County Historical Society,2022-08,61,14,1797.0,4.357142857142857,128.35714285714286
1172,Clatsop County Historical Society,2022-09,23,6,827.0,3.8333333333333335,137.83333333333334
1173,Clatsop County Historical Society,2022-10,55,15,4938.0,3.6666666666666665,329.2
1174,Clatsop County Historical Society,2022-11,45,14,3466.0,3.2142857142857144,247.57142857142858
1175,Clatsop County Historical Society,2022-12,26,9,1483.0,2.888888888888889,164.77777777777777
1176,Clatsop County Historical Society,2023-01,53,11,2033.0,4.818181818181818,184.8181818181818
1177,Clatsop County Historical Society,2023-02,28,11,2322.0,2.5454545454545454,211.0909090909091
1178,Clatsop County Historical Society,2023-03,50,18,3372.0,2.7777777777777777,187.33333333333334
1179,Clatsop County Historical Society,2023-04,85,18,7075.0,4.722222222222222,393.05555555555554
1180,Clatsop County Historical Society,2023-05,100,20,4383.0,5.0,219.15
1181,Clatsop County Historical Society,2023-06,42,8,573.0,5.25,71.625
1182,Clemson University,2012-02,31,4,7694.0,7.75,1923.5
1183,Clemson University,2012-03,334,18,46234.0,18.555555555555557,2568.5555555555557
1184,Clemson University,2012-04,325,20,46564.0,16.25,2328.2
1185,Clemson University,2012-05,456,22,63357.0,20.727272727272727,2879.8636363636365
1186,Clemson University,2012-06,458,21,61600.0,21.80952380952381,2933.3333333333335
1187,Clemson University,2012-07,555,21,69022.0,26.428571428571427,3286.7619047619046
1188,Clemson University,2012-08,415,23,93503.0,18.043478260869566,4065.3478260869565
1189,Clemson University,2012-09,470,19,58004.0,24.736842105263158,3052.842105263158
1190,Clemson University,2012-10,498,23,66935.0,21.652173913043477,2910.217391304348
1191,Clemson University,2012-11,347,20,47410.0,17.35,2370.5
1192,Clemson University,2012-12,118,13,31395.0,9.076923076923077,2415.0
1193,Clemson University,2013-01,381,22,54673.0,17.318181818181817,2485.1363636363635
1194,Clemson University,2013-02,435,18,45380.0,24.166666666666668,2521.1111111111113
1195,Clemson University,2013-03,193,19,88887.0,10.157894736842104,4678.263157894737
1196,Clemson University,2013-04,381,22,123375.0,17.318181818181817,5607.954545454545
1197,Clemson University,2013-05,243,21,97778.0,11.571428571428571,4656.0952380952385
1198,Clemson University,2013-06,451,20,72278.0,22.55,3613.9
1199,Clemson University,2013-07,188,20,83557.0,9.4,4177.85
1200,Clemson University,2013-08,252,22,140603.0,11.454545454545455,6391.045454545455
1201,Clemson University,2013-09,193,20,111165.0,9.65,5558.25
1202,Clemson University,2013-10,321,16,61636.0,20.0625,3852.25
1203,Clemson University,2013-11,147,9,19700.0,16.333333333333332,2188.8888888888887
1204,Clemson University,2013-12,198,17,55874.0,11.647058823529411,3286.705882352941
1205,Clemson University,2014-01,237,21,75682.0,11.285714285714286,3603.904761904762
1206,Clemson University,2014-02,487,16,47106.0,30.4375,2944.125
1207,Clemson University,2014-03,467,16,33283.0,29.1875,2080.1875
1208,Clemson University,2014-04,402,20,65706.0,20.1,3285.3
1209,Clemson University,2014-05,213,20,81002.0,10.65,4050.1
1210,Clemson University,2014-06,411,18,66976.0,22.833333333333332,3720.8888888888887
1211,Clemson University,2014-07,426,20,56517.0,21.3,2825.85
1212,Clemson University,2014-08,240,16,22413.0,15.0,1400.8125
1213,Clemson University,2014-09,1,1,198.0,1.0,198.0
1214,Columbia University,2002-01,17,4,7814.0,4.25,1953.5
1215,Columbia University,2007-01,120,13,48104.0,9.23076923076923,3700.3076923076924
1216,Columbia University,2007-06,395,18,116013.0,21.944444444444443,6445.166666666667
1217,Columbia University,2007-07,917,21,245043.0,43.666666666666664,11668.714285714286
1218,Columbia University,2007-08,1174,23,390746.0,51.04347826086956,16988.956521739132
1219,Columbia University,2007-09,871,20,255773.0,43.55,12788.65
1220,Columbia University,2007-10,1321,27,427627.0,48.925925925925924,15838.037037037036
1221,Columbia University,2007-11,745,23,322098.0,32.391304347826086,14004.260869565218
1222,Columbia University,2007-12,1283,19,384288.0,67.52631578947368,20225.684210526317
1223,Columbia University,2008-01,2393,26,630869.0,92.03846153846153,24264.19230769231
1224,Columbia University,2008-02,1802,26,627371.0,69.3076923076923,24129.653846153848
1225,Columbia University,2008-03,1768,27,724177.0,65.48148148148148,26821.37037037037
1226,Columbia University,2008-04,1818,27,863586.0,67.33333333333333,31984.666666666668
1227,Columbia University,2008-05,1960,27,906463.0,72.5925925925926,33572.7037037037
1228,Columbia University,2008-06,2288,28,955626.0,81.71428571428571,34129.5
1229,Columbia University,2008-07,2263,27,916910.0,83.81481481481481,33959.62962962963
1230,Columbia University,2008-08,2818,26,957493.0,108.38461538461539,36826.653846153844
1231,Columbia University,2008-09,3032,25,778033.0,121.28,31121.32
1232,Columbia University,2008-10,1577,22,419791.0,71.68181818181819,19081.409090909092
1233,Columbia University,2008-11,1184,20,457671.0,59.2,22883.55
1234,Columbia University,2008-12,2029,21,637495.0,96.61904761904762,30356.904761904763
1235,Columbia University,2009-01,1427,20,525264.0,71.35,26263.2
1236,Columbia University,2009-02,1209,19,512313.0,63.63157894736842,26963.842105263157
1237,Columbia University,2009-03,1115,22,517276.0,50.68181818181818,23512.545454545456
1238,Columbia University,2009-04,1232,22,436093.0,56.0,19822.409090909092
1239,Columbia University,2009-05,1102,21,398728.0,52.476190476190474,18987.04761904762
1240,Columbia University,2009-06,853,20,420894.0,42.65,21044.7
1241,Columbia University,2009-07,930,19,414798.0,48.94736842105263,21831.473684210527
1242,Columbia University,2009-08,877,17,362188.0,51.588235294117645,21305.176470588234
1243,Columbia University,2009-09,881,17,321430.0,51.8235294117647,18907.647058823528
1244,Columbia University,2009-10,1287,17,243948.0,75.70588235294117,14349.882352941177
1245,Columbia University,2009-11,880,16,228912.0,55.0,14307.0
1246,Columbia University,2009-12,941,15,261485.0,62.733333333333334,17432.333333333332
1247,Columbia University,2010-01,1120,16,333999.0,70.0,20874.9375
1248,Columbia University,2010-02,704,18,205050.0,39.111111111111114,11391.666666666666
1249,Columbia University,2010-03,1186,23,351529.0,51.56521739130435,15283.869565217392
1250,Columbia University,2010-04,939,18,401770.0,52.166666666666664,22320.555555555555
1251,Columbia University,2010-05,1235,16,444370.0,77.1875,27773.125
1252,Columbia University,2010-06,1662,18,550907.0,92.33333333333333,30605.944444444445
1253,Columbia University,2010-07,1305,16,317114.0,81.5625,19819.625
1254,Columbia University,2010-08,1056,18,432896.0,58.666666666666664,24049.777777777777
1255,Columbia University,2010-09,1558,17,386452.0,91.6470588235294,22732.470588235294
1256,Columbia University,2010-10,1588,16,373075.0,99.25,23317.1875
1257,Columbia University,2010-11,1093,17,282930.0,64.29411764705883,16642.941176470587
1258,Columbia University,2010-12,802,14,190445.0,57.285714285714285,13603.214285714286
1259,Columbia University,2011-01,900,15,214439.0,60.0,14295.933333333332
1260,Columbia University,2011-02,474,16,218112.0,29.625,13632.0
1261,Columbia University,2011-03,1545,20,432724.0,77.25,21636.2
1262,Columbia University,2011-04,591,15,169688.0,39.4,11312.533333333333
1263,Columbia University,2011-05,574,11,117095.0,52.18181818181818,10645.0
1264,Columbia University,2011-07,1,1,408.0,1.0,408.0
1265,Columbia University,2011-12,1,1,25.0,1.0,25.0
1266,Datum Data Co. Ltd.,2009-07,7,3,940.0,2.3333333333333335,313.3333333333333
1267,Datum Data Co. Ltd.,2010-03,3,3,844.0,1.0,281.3333333333333
1268,Datum Data Co. Ltd.,2010-04,31,1,10448.0,31.0,10448.0
1269,Datum Data Co. Ltd.,2010-07,98,19,40226.0,5.157894736842105,2117.157894736842
1270,Datum Data Co. Ltd.,2010-08,286,21,106312.0,13.619047619047619,5062.476190476191
1271,Datum Data Co. Ltd.,2010-09,591,25,218127.0,23.64,8725.08
1272,Datum Data Co. Ltd.,2010-10,248,22,99104.0,11.272727272727273,4504.727272727273
1273,Datum Data Co. Ltd.,2010-11,1128,26,335615.0,43.38461538461539,12908.26923076923
1274,Datum Data Co. Ltd.,2010-12,3326,27,695443.0,123.18518518518519,25757.14814814815
1275,Datum Data Co. Ltd.,2011-01,3388,25,917686.0,135.52,36707.44
1276,Datum Data Co. Ltd.,2011-02,2821,18,693093.0,156.72222222222223,38505.166666666664
1277,Datum Data Co. Ltd.,2011-03,7264,27,1784664.0,269.037037037037,66098.66666666667
1278,Datum Data Co. Ltd.,2011-04,9237,28,2311798.0,329.89285714285717,82564.21428571429
1279,Datum Data Co. Ltd.,2011-05,6594,25,1834019.0,263.76,73360.76
1280,Datum Data Co. Ltd.,2011-06,8959,25,2243307.0,358.36,89732.28
1281,Datum Data Co. Ltd.,2011-07,14271,29,3204640.0,492.1034482758621,110504.8275862069
1282,Datum Data Co. Ltd.,2011-08,14827,28,3654474.0,529.5357142857143,130516.92857142857
1283,Datum Data Co. Ltd.,2011-09,15030,27,4070516.0,556.6666666666666,150759.85185185185
1284,Datum Data Co. Ltd.,2011-10,17033,30,4893085.0,567.7666666666667,163102.83333333334
1285,Datum Data Co. Ltd.,2011-11,16264,29,4639653.0,560.8275862068965,159988.0344827586
1286,Datum Data Co. Ltd.,2011-12,14769,28,4182334.0,527.4642857142857,149369.07142857142
1287,Datum Data Co. Ltd.,2012-01,5087,25,1749148.0,203.48,69965.92
1288,Datum Data Co. Ltd.,2012-02,11791,27,3425227.0,436.7037037037037,126860.25925925926
1289,Datum Data Co. Ltd.,2012-03,20192,30,5971095.0,673.0666666666667,199036.5
1290,Datum Data Co. Ltd.,2012-04,20441,30,6372508.0,681.3666666666667,212416.93333333332
1291,Datum Data Co. Ltd.,2012-05,22911,30,6863374.0,763.7,228779.13333333333
1292,Datum Data Co. Ltd.,2012-06,20660,30,6390372.0,688.6666666666666,213012.4
1293,Datum Data Co. Ltd.,2012-07,20097,25,5674749.0,803.88,226989.96
1294,Datum Data Co. Ltd.,2012-08,26482,30,7587396.0,882.7333333333333,252913.2
1295,Datum Data Co. Ltd.,2012-09,22908,28,6436995.0,818.1428571428571,229892.67857142858
1296,Datum Data Co. Ltd.,2012-10,13451,20,3933675.0,672.55,196683.75
1297,Datum Data Co. Ltd.,2012-11,56,3,13540.0,18.666666666666668,4513.333333333333
1298,Datum Data Co. Ltd.,2012-12,4690,26,2246179.0,180.3846153846154,86391.5
1299,Datum Data Co. Ltd.,2013-01,1417,21,499472.0,67.47619047619048,23784.380952380954
1300,Datum Data Co. Ltd.,2013-02,195,11,63067.0,17.727272727272727,5733.363636363636
1301,Datum Data Co. Ltd.,2013-03,1270,26,341313.0,48.84615384615385,13127.423076923076
1302,Datum Data Co. Ltd.,2013-04,1482,25,429536.0,59.28,17181.44
1303,Datum Data Co. Ltd.,2013-05,178,8,52514.0,22.25,6564.25
1304,Datum Data Co. Ltd.,2013-06,1082,24,261435.0,45.083333333333336,10893.125
1305,Datum Data Co. Ltd.,2013-07,1654,27,592992.0,61.25925925925926,21962.666666666668
1306,Datum Data Co. Ltd.,2013-08,1732,23,860144.0,75.30434782608695,37397.565217391304
1307,Datum Data Co. Ltd.,2013-09,1850,21,710184.0,88.0952380952381,33818.28571428572
1308,Datum Data Co. Ltd.,2013-10,3170,20,1032939.0,158.5,51646.95
1309,Datum Data Co. Ltd.,2013-11,3095,23,894692.0,134.56521739130434,38899.65217391304
1310,Datum Data Co. Ltd.,2013-12,3442,27,988782.0,127.48148148148148,36621.555555555555
1311,Datum Data Co. Ltd.,2014-01,3107,22,941872.0,141.22727272727272,42812.36363636364
1312,Datum Data Co. Ltd.,2014-02,394,3,98958.0,131.33333333333334,32986.0
1313,Datum Data Co. Ltd.,2014-03,3057,23,894306.0,132.91304347826087,38882.86956521739
1314,Datum Data Co. Ltd.,2014-04,2726,15,726785.0,181.73333333333332,48452.333333333336
1315,Datum Data Co. Ltd.,2014-05,1979,24,619472.0,82.45833333333333,25811.333333333332
1316,Datum Data Co. Ltd.,2014-06,1983,24,613094.0,82.625,25545.583333333332
1317,Datum Data Co. Ltd.,2014-07,1554,26,738981.0,59.76923076923077,28422.346153846152
1318,Datum Data Co. Ltd.,2014-08,2265,26,887895.0,87.11538461538461,34149.807692307695
1319,Datum Data Co. Ltd.,2014-09,2817,26,820336.0,108.34615384615384,31551.384615384617
1320,Datum Data Co. Ltd.,2014-10,1272,18,325399.0,70.66666666666667,18077.722222222223
1321,Datum Data Co. Ltd.,2014-11,1345,18,379434.0,74.72222222222223,21079.666666666668
1322,Datum Data Co. Ltd.,2014-12,1227,23,326860.0,53.34782608695652,14211.304347826086
1323,Datum Data Co. Ltd.,2015-01,1575,19,412911.0,82.89473684210526,21732.157894736843
1324,Datum Data Co. Ltd.,2015-02,1495,16,421535.0,93.4375,26345.9375
1325,Datum Data Co. Ltd.,2015-03,3311,26,878439.0,127.34615384615384,33786.11538461538
1326,Datum Data Co. Ltd.,2015-04,1550,25,420521.0,62.0,16820.84
1327,Datum Data Co. Ltd.,2015-05,261,8,57328.0,32.625,7166.0
1328,Datum Data Co. Ltd.,2015-06,500,11,149202.0,45.45454545454545,13563.818181818182
1329,Datum Data Co. Ltd.,2015-07,544,19,179193.0,28.63157894736842,9431.21052631579
1330,Datum Data Co. Ltd.,2015-08,2149,26,667876.0,82.65384615384616,25687.53846153846
1331,Datum Data Co. Ltd.,2015-09,3449,25,1059857.0,137.96,42394.28
1332,Datum Data Co. Ltd.,2015-10,3928,23,1084017.0,170.7826086956522,47131.17391304348
1333,Datum Data Co. Ltd.,2015-11,3905,25,1209420.0,156.2,48376.8
1334,Datum Data Co. Ltd.,2015-12,4342,27,1258477.0,160.8148148148148,46610.25925925926
1335,Datum Data Co. Ltd.,2016-01,3241,25,864182.0,129.64,34567.28
1336,Datum Data Co. Ltd.,2016-02,1350,15,392828.0,90.0,26188.533333333333
1337,Datum Data Co. Ltd.,2016-03,939,20,273843.0,46.95,13692.15
1338,Datum Data Co. Ltd.,2016-04,1,1,2482.0,1.0,2482.0
1339,Datum Data Co. Ltd.,2016-06,1,1,378.0,1.0,378.0
1340,Datum Data Co. Ltd.,2016-07,40,15,12808.0,2.6666666666666665,853.8666666666667
1341,Datum Data Co. Ltd.,2016-08,9,7,3398.0,1.2857142857142858,485.42857142857144
1342,Datum Data Co. Ltd.,2016-10,3,3,970.0,1.0,323.3333333333333
1343,Datum Data Co. Ltd.,2016-11,12,11,3630.0,1.0909090909090908,330.0
1344,Datum Data Co. Ltd.,2016-12,19,12,7068.0,1.5833333333333333,589.0
1345,Datum Data Co. Ltd.,2017-04,8,3,5330.0,2.6666666666666665,1776.6666666666667
1346,Datum Data Co. Ltd.,2017-05,1,1,58.0,1.0,58.0
1347,Datum Data Co. Ltd.,2019-03,351,25,102300.0,14.04,4092.0
1348,Datum Data Co. Ltd.,2019-04,1127,27,338290.0,41.74074074074074,12529.25925925926
1349,Datum Data Co. Ltd.,2019-05,1457,31,441170.0,47.0,14231.290322580646
